gender,event,age_from,age_to,median_improvement,mean_improvement,std_improvement,q25_improvement,q75_improvement,sample_size,can_track,can_delta,delta_diff_seconds
F,400 Free,16,17,1.2999999999999543,1.2077101449275356,4.223532174842055,-1.509999999999991,3.879999999999996,345,Relevant Track,0.0,1.2999999999999543
F,400 Free,16,17,1.2999999999999543,1.2077101449275356,4.223532174842055,-1.509999999999991,3.879999999999996,345,Relevant Track,0.0,1.2999999999999543
F,400 Free,16,17,1.2999999999999543,1.2077101449275356,4.223532174842055,-1.509999999999991,3.879999999999996,345,Relevant Track,0.0,1.2999999999999543
F,400 Free,17,18,-1.829999999999984,-2.2254054054054038,5.501077898037771,-5.39500000000001,1.5300000000000011,259,Relevant Track,0.0,-1.829999999999984
F,400 Free,17,18,-1.829999999999984,-2.2254054054054038,5.501077898037771,-5.39500000000001,1.5300000000000011,259,Relevant Track,0.0,-1.829999999999984
F,400 Free,17,18,-1.829999999999984,-2.2254054054054038,5.501077898037771,-5.39500000000001,1.5300000000000011,259,Relevant Track,0.0,-1.829999999999984
M,400 Free,15,16,4.819999999999993,4.868784194528876,5.111868695626948,1.960000000000008,7.700000000000017,329,Relevant Track,0.0,4.819999999999993
M,400 Free,16,17,2.569999999999993,2.6368914956011724,4.47131670038565,-0.2199999999999988,5.5,341,Relevant Track,0.0,2.569999999999993
M,400 Free,16,17,2.569999999999993,2.6368914956011724,4.47131670038565,-0.2199999999999988,5.5,341,Relevant Track,0.0,2.569999999999993
M,400 Free,17,18,0.2999999999999829,-0.4172508591065298,5.6054718605122025,-3.620000000000005,3.2049999999999983,291,Relevant Track,0.0,0.2999999999999829
M,400 Free,17,18,0.2999999999999829,-0.4172508591065298,5.6054718605122025,-3.620000000000005,3.2049999999999983,291,Relevant Track,0.0,0.2999999999999829
M,400 Free,17,18,0.2999999999999829,-0.4172508591065298,5.6054718605122025,-3.620000000000005,3.2049999999999983,291,Relevant Track,0.0,0.2999999999999829
F,800 Free,15,16,4.595000000000027,4.228355704697987,13.195712072296466,-4.392499999999984,11.907499999999942,298,Relevant Track,0.0,4.595000000000027
F,800 Free,15,16,4.595000000000027,4.228355704697987,13.195712072296466,-4.392499999999984,11.907499999999942,298,Relevant Track,0.0,4.595000000000027
F,800 Free,16,17,0.954999999999984,0.9315957446808534,12.277306890148,-5.450000000000017,8.562500000000028,282,Relevant Track,0.0,0.954999999999984
F,800 Free,16,17,0.954999999999984,0.9315957446808534,12.277306890148,-5.450000000000017,8.562500000000028,282,Relevant Track,0.0,0.954999999999984
F,800 Free,16,17,0.954999999999984,0.9315957446808534,12.277306890148,-5.450000000000017,8.562500000000028,282,Relevant Track,0.0,0.954999999999984
F,800 Free,17,18,0.1150000000000091,-2.757663043478262,16.087645694605406,-10.502500000000026,6.372499999999988,184,Relevant Track,0.0,0.1150000000000091
F,800 Free,17,18,0.1150000000000091,-2.757663043478262,16.087645694605406,-10.502500000000026,6.372499999999988,184,Relevant Track,0.0,0.1150000000000091
F,800 Free,17,18,0.1150000000000091,-2.757663043478262,16.087645694605406,-10.502500000000026,6.372499999999988,184,Relevant Track,0.0,0.1150000000000091
M,800 Free,15,16,9.950000000000044,10.153311475409836,12.257233816706336,3.4600000000000364,16.360000000000014,305,Relevant Track,0.0,9.950000000000044
M,800 Free,16,17,3.699999999999932,3.993088685015293,11.578046501738374,-3.5300000000000296,10.865000000000007,327,Relevant Track,0.0,3.699999999999932
M,800 Free,16,17,3.699999999999932,3.993088685015293,11.578046501738374,-3.5300000000000296,10.865000000000007,327,Relevant Track,0.0,3.699999999999932
M,800 Free,17,18,-0.1750000000000113,-1.760588235294117,13.100745523344262,-9.27000000000004,6.297499999999999,238,Relevant Track,0.0,-0.1750000000000113
M,800 Free,17,18,-0.1750000000000113,-1.760588235294117,13.100745523344262,-9.27000000000004,6.297499999999999,238,Relevant Track,0.0,-0.1750000000000113
M,800 Free,17,18,-0.1750000000000113,-1.760588235294117,13.100745523344262,-9.27000000000004,6.297499999999999,238,Relevant Track,0.0,-0.1750000000000113
F,1500 Free,15,16,8.730000000000018,8.65391459074733,28.066312483469424,-9.029999999999973,26.3599999999999,281,Relevant Track,0.0,8.730000000000018
F,1500 Free,15,16,8.730000000000018,8.65391459074733,28.066312483469424,-9.029999999999973,26.3599999999999,281,Relevant Track,0.0,8.730000000000018
F,1500 Free,16,17,4.350000000000136,3.0862352941176447,29.22412142196601,-8.224999999999966,20.075000000000045,255,Relevant Track,0.0,4.350000000000136
F,1500 Free,16,17,4.350000000000136,3.0862352941176447,29.22412142196601,-8.224999999999966,20.075000000000045,255,Relevant Track,0.0,4.350000000000136
F,1500 Free,16,17,4.350000000000136,3.0862352941176447,29.22412142196601,-8.224999999999966,20.075000000000045,255,Relevant Track,0.0,4.350000000000136
F,1500 Free,17,18,2.5699999999999363,-0.4415107913669016,31.40961688670062,-17.44500000000005,16.395000000000095,139,Relevant Track,0.0,2.5699999999999363
F,1500 Free,17,18,2.5699999999999363,-0.4415107913669016,31.40961688670062,-17.44500000000005,16.395000000000095,139,Relevant Track,0.0,2.5699999999999363
F,1500 Free,17,18,2.5699999999999363,-0.4415107913669016,31.40961688670062,-17.44500000000005,16.395000000000095,139,Relevant Track,0.0,2.5699999999999363
M,1500 Free,15,16,17.760000000000048,19.466843971631203,26.01607966301597,2.9499999999999886,34.697499999999906,282,Relevant Track,0.0,17.760000000000048
M,1500 Free,16,17,7.939999999999941,7.098881355932201,22.493264915197297,-7.475000000000023,21.17500000000001,295,Relevant Track,0.0,7.939999999999941
M,1500 Free,16,17,7.939999999999941,7.098881355932201,22.493264915197297,-7.475000000000023,21.17500000000001,295,Relevant Track,0.0,7.939999999999941
M,1500 Free,17,18,1.69500000000005,-4.199402173913046,28.98167132882728,-17.752500000000026,13.384999999999934,184,Relevant Track,0.0,1.69500000000005
M,1500 Free,17,18,1.69500000000005,-4.199402173913046,28.98167132882728,-17.752500000000026,13.384999999999934,184,Relevant Track,0.0,1.69500000000005
M,1500 Free,17,18,1.69500000000005,-4.199402173913046,28.98167132882728,-17.752500000000026,13.384999999999934,184,Relevant Track,0.0,1.69500000000005
F,100 Back,16,17,0.3900000000000005,0.4344352617079889,1.1741111862872602,-0.2349999999999994,1.1199999999999903,363,Relevant Track,0.0,0.3900000000000005
F,100 Back,16,17,0.3900000000000005,0.4344352617079889,1.1741111862872602,-0.2349999999999994,1.1199999999999903,363,Relevant Track,0.0,0.3900000000000005
F,100 Back,16,17,0.3900000000000005,0.4344352617079889,1.1741111862872602,-0.2349999999999994,1.1199999999999903,363,Relevant Track,0.0,0.3900000000000005
F,100 Back,17,18,-0.3050000000000068,-0.3921126760563381,1.366346692124204,-1.1949999999999967,0.4899999999999949,284,Relevant Track,0.0,-0.3050000000000068
F,100 Back,17,18,-0.3050000000000068,-0.3921126760563381,1.366346692124204,-1.1949999999999967,0.4899999999999949,284,Relevant Track,0.0,-0.3050000000000068
F,100 Back,17,18,-0.3050000000000068,-0.3921126760563381,1.366346692124204,-1.1949999999999967,0.4899999999999949,284,Relevant Track,0.0,-0.3050000000000068
M,100 Back,15,16,1.5400000000000027,1.5522916666666664,1.3564303812640994,0.7799999999999994,2.3625000000000043,336,,,
M,100 Back,16,17,0.8649999999999984,0.946574074074074,1.1392447915748023,0.2475000000000005,1.672499999999996,324,Relevant Track,0.0,0.8649999999999984
M,100 Back,17,18,0.1199999999999974,0.0385714285714285,1.2876243103092178,-0.759999999999998,0.9100000000000036,301,Relevant Track,0.0,0.1199999999999974
M,100 Back,17,18,0.1199999999999974,0.0385714285714285,1.2876243103092178,-0.759999999999998,0.9100000000000036,301,Relevant Track,0.0,0.1199999999999974
F,200 Back,15,16,1.7099999999999795,1.7066371681415935,2.845876573241178,-0.1099999999999994,3.500000000000014,339,Relevant Track,0.0,1.7099999999999795
F,200 Back,15,16,1.7099999999999795,1.7066371681415935,2.845876573241178,-0.1099999999999994,3.500000000000014,339,Relevant Track,0.0,1.7099999999999795
F,200 Back,15,16,1.7099999999999795,1.7066371681415935,2.845876573241178,-0.1099999999999994,3.500000000000014,339,Relevant Track,0.0,1.7099999999999795
F,200 Back,16,17,0.730000000000004,0.6473142857142851,2.8281992632509225,-1.095000000000013,2.3874999999999886,350,Relevant Track,0.0,0.730000000000004
F,200 Back,16,17,0.730000000000004,0.6473142857142851,2.8281992632509225,-1.095000000000013,2.3874999999999886,350,Relevant Track,0.0,0.730000000000004
F,200 Back,16,17,0.730000000000004,0.6473142857142851,2.8281992632509225,-1.095000000000013,2.3874999999999886,350,Relevant Track,0.0,0.730000000000004
F,200 Back,17,18,-0.4900000000000091,-0.7955677655677651,3.82362711457876,-2.640000000000015,1.6400000000000148,273,Relevant Track,0.0,-0.4900000000000091
F,200 Back,17,18,-0.4900000000000091,-0.7955677655677651,3.82362711457876,-2.640000000000015,1.6400000000000148,273,Relevant Track,0.0,-0.4900000000000091
F,200 Back,17,18,-0.4900000000000091,-0.7955677655677651,3.82362711457876,-2.640000000000015,1.6400000000000148,273,Relevant Track,0.0,-0.4900000000000091
M,200 Back,15,16,3.039999999999992,3.139764011799409,2.9681826929759296,1.3549999999999969,4.82,339,Relevant Track,0.0,3.039999999999992
M,200 Back,16,17,1.5,1.6970704225352111,2.795655962854925,-0.2099999999999937,3.569999999999993,355,Relevant Track,0.0,1.5
M,200 Back,16,17,1.5,1.6970704225352111,2.795655962854925,-0.2099999999999937,3.569999999999993,355,Relevant Track,0.0,1.5
M,200 Back,17,18,0.1300000000000238,-0.3267844522968185,3.700878500354645,-2.4099999999999966,2.0250000000000057,283,Relevant Track,0.0,0.1300000000000238
M,200 Back,17,18,0.1300000000000238,-0.3267844522968185,3.700878500354645,-2.4099999999999966,2.0250000000000057,283,Relevant Track,0.0,0.1300000000000238
M,200 Back,17,18,0.1300000000000238,-0.3267844522968185,3.700878500354645,-2.4099999999999966,2.0250000000000057,283,Relevant Track,0.0,0.1300000000000238
F,100 Breast,15,16,1.1149999999999949,1.0483055555555552,1.637424185173579,0.0900000000000034,2.0075000000000003,360,Relevant Track,0.0,1.1149999999999949
F,100 Breast,16,17,0.394999999999996,0.608005780346821,1.7011624077491372,-0.5825000000000031,1.537500000000005,346,Relevant Track,0.0,0.394999999999996
F,100 Breast,16,17,0.394999999999996,0.608005780346821,1.7011624077491372,-0.5825000000000031,1.537500000000005,346,Relevant Track,0.0,0.394999999999996
F,100 Breast,17,18,-0.7099999999999937,-0.8745519713261655,2.0652248864296525,-1.9699999999999989,0.4549999999999983,279,Relevant Track,0.0,-0.7099999999999937
F,100 Breast,17,18,-0.7099999999999937,-0.8745519713261655,2.0652248864296525,-1.9699999999999989,0.4549999999999983,279,Relevant Track,0.0,-0.7099999999999937
F,100 Breast,17,18,-0.7099999999999937,-0.8745519713261655,2.0652248864296525,-1.9699999999999989,0.4549999999999983,279,Relevant Track,0.0,-0.7099999999999937
M,100 Breast,15,16,1.9599999999999935,1.9189275362318845,1.5413185614247569,0.7999999999999972,2.9200000000000017,345,,,
M,100 Breast,16,17,1.1499999999999917,1.226130952380952,1.3982224793998603,0.4024999999999963,2.0825000000000067,336,Relevant Track,0.0,1.1499999999999917
M,100 Breast,17,18,0.0900000000000034,0.0604152249134944,1.6171324851870037,-0.7800000000000011,0.9600000000000009,289,Relevant Track,0.0,0.0900000000000034
M,100 Breast,17,18,0.0900000000000034,0.0604152249134944,1.6171324851870037,-0.7800000000000011,0.9600000000000009,289,Relevant Track,0.0,0.0900000000000034
F,200 Breast,15,16,0.5999999999999943,0.1201639344262292,4.73069484786509,-2.799999999999983,3.1699999999999875,61,Relevant Track,0.0,0.5999999999999943
F,200 Breast,16,17,3.2550000000000097,3.5977586206896537,3.358513137306472,1.0075000000000074,5.864999999999995,58,Relevant Track,0.0,3.2550000000000097
F,200 Breast,16,17,3.2550000000000097,3.5977586206896537,3.358513137306472,1.0075000000000074,5.864999999999995,58,Relevant Track,0.0,3.2550000000000097
F,200 Breast,17,18,-0.8499999999999943,-1.4272265624999996,4.629685772805691,-3.692499999999996,1.3424999999999798,256,Relevant Track,0.0,-0.8499999999999943
F,200 Breast,17,18,-0.8499999999999943,-1.4272265624999996,4.629685772805691,-3.692499999999996,1.3424999999999798,256,Relevant Track,0.0,-0.8499999999999943
F,200 Breast,17,18,-0.8499999999999943,-1.4272265624999996,4.629685772805691,-3.692499999999996,1.3424999999999798,256,Relevant Track,0.0,-0.8499999999999943
M,200 Breast,15,16,3.694999999999993,3.755769230769232,4.177732833394081,1.4749999999999943,5.877500000000012,338,Relevant Track,0.0,3.694999999999993
M,200 Breast,16,17,2.25,2.594756446991404,4.081169527409463,0.2700000000000102,4.919999999999988,349,Relevant Track,0.0,2.25
M,200 Breast,16,17,2.25,2.594756446991404,4.081169527409463,0.2700000000000102,4.919999999999988,349,Relevant Track,0.0,2.25
M,200 Breast,17,18,-0.0749999999999886,-0.623150684931507,4.74589992525988,-3.5700000000000074,2.390000000000008,292,Relevant Track,0.0,-0.0749999999999886
M,200 Breast,17,18,-0.0749999999999886,-0.623150684931507,4.74589992525988,-3.5700000000000074,2.390000000000008,292,Relevant Track,0.0,-0.0749999999999886
M,200 Breast,17,18,-0.0749999999999886,-0.623150684931507,4.74589992525988,-3.5700000000000074,2.390000000000008,292,Relevant Track,0.0,-0.0749999999999886
F,100 Fly,15,16,0.9099999999999966,0.9146175637393772,1.2766250804179504,0.1099999999999994,1.6699999999999946,353,Relevant Track,0.0,0.9099999999999966
F,100 Fly,16,17,0.5600000000000023,0.5912320916905444,1.0278658589866727,-0.1099999999999994,1.2100000000000009,349,Relevant Track,0.0,0.5600000000000023
F,100 Fly,16,17,0.5600000000000023,0.5912320916905444,1.0278658589866727,-0.1099999999999994,1.2100000000000009,349,Relevant Track,0.0,0.5600000000000023
F,100 Fly,17,18,-0.3100000000000023,-0.344539249146758,1.3065976748618469,-1.1499999999999986,0.4899999999999949,293,Relevant Track,0.0,-0.3100000000000023
F,100 Fly,17,18,-0.3100000000000023,-0.344539249146758,1.3065976748618469,-1.1499999999999986,0.4899999999999949,293,Relevant Track,0.0,-0.3100000000000023
F,100 Fly,17,18,-0.3100000000000023,-0.344539249146758,1.3065976748618469,-1.1499999999999986,0.4899999999999949,293,Relevant Track,0.0,-0.3100000000000023
M,100 Fly,15,16,1.4750000000000014,1.5370303030303027,1.0532487830905508,0.7899999999999991,2.2475000000000005,330,,,
M,100 Fly,16,17,0.974999999999998,0.96240625,0.9272524049367232,0.3900000000000005,1.5600000000000025,320,Relevant Track,0.0,0.974999999999998
M,100 Fly,17,18,0.2900000000000062,0.2119512195121951,1.005974673098996,-0.3599999999999994,0.8200000000000003,287,Relevant Track,0.0,0.2900000000000062
M,100 Fly,17,18,0.2900000000000062,0.2119512195121951,1.005974673098996,-0.3599999999999994,0.8200000000000003,287,Relevant Track,0.0,0.2900000000000062
F,200 Fly,15,16,2.0200000000000102,1.885779036827195,3.712545155538424,-0.1700000000000159,4.009999999999991,353,Relevant Track,0.0,2.0200000000000102
F,200 Fly,15,16,2.0200000000000102,1.885779036827195,3.712545155538424,-0.1700000000000159,4.009999999999991,353,Relevant Track,0.0,2.0200000000000102
F,200 Fly,16,17,0.6749999999999972,0.6995783132530127,3.886575032703072,-1.3649999999999949,2.912499999999987,332,Relevant Track,0.0,0.6749999999999972
F,200 Fly,16,17,0.6749999999999972,0.6995783132530127,3.886575032703072,-1.3649999999999949,2.912499999999987,332,Relevant Track,0.0,0.6749999999999972
F,200 Fly,16,17,0.6749999999999972,0.6995783132530127,3.886575032703072,-1.3649999999999949,2.912499999999987,332,Relevant Track,0.0,0.6749999999999972
F,200 Fly,17,18,-0.5999999999999943,-1.1582786885245897,4.416607386623653,-3.8074999999999903,1.844999999999992,244,Relevant Track,0.0,-0.5999999999999943
F,200 Fly,17,18,-0.5999999999999943,-1.1582786885245897,4.416607386623653,-3.8074999999999903,1.844999999999992,244,Relevant Track,0.0,-0.5999999999999943
F,200 Fly,17,18,-0.5999999999999943,-1.1582786885245897,4.416607386623653,-3.8074999999999903,1.844999999999992,244,Relevant Track,0.0,-0.5999999999999943
M,200 Fly,15,16,3.629999999999996,3.714213649851632,3.491390690167228,1.7099999999999795,5.640000000000015,337,Relevant Track,0.0,3.629999999999996
M,200 Fly,16,17,2.0600000000000094,2.146308139534884,3.289258598222441,0.1950000000000145,3.85250000000001,344,Relevant Track,0.0,2.0600000000000094
M,200 Fly,16,17,2.0600000000000094,2.146308139534884,3.289258598222441,0.1950000000000145,3.85250000000001,344,Relevant Track,0.0,2.0600000000000094
M,200 Fly,17,18,0.3299999999999983,0.0097454545454545,3.662990274814885,-1.5899999999999892,1.9949999999999903,275,Relevant Track,0.0,0.3299999999999983
M,200 Fly,17,18,0.3299999999999983,0.0097454545454545,3.662990274814885,-1.5899999999999892,1.9949999999999903,275,Relevant Track,0.0,0.3299999999999983
M,200 Fly,17,18,0.3299999999999983,0.0097454545454545,3.662990274814885,-1.5899999999999892,1.9949999999999903,275,Relevant Track,0.0,0.3299999999999983
F,200 IM,15,16,1.7249999999999943,1.733583815028901,2.68101005256127,0.1825000000000045,3.395000000000003,346,Relevant Track,0.0,1.7249999999999943
F,200 IM,16,17,0.7350000000000136,0.761617647058825,2.594476491620407,-0.7925000000000111,2.272500000000008,340,Relevant Track,0.0,0.7350000000000136
F,200 IM,16,17,0.7350000000000136,0.761617647058825,2.594476491620407,-0.7925000000000111,2.272500000000008,340,Relevant Track,0.0,0.7350000000000136
F,200 IM,17,18,-0.25,-0.5733922261484105,3.0444512136752016,-2.670000000000016,1.4199999999999875,283,Relevant Track,0.0,-0.25
F,200 IM,17,18,-0.25,-0.5733922261484105,3.0444512136752016,-2.670000000000016,1.4199999999999875,283,Relevant Track,0.0,-0.25
F,200 IM,17,18,-0.25,-0.5733922261484105,3.0444512136752016,-2.670000000000016,1.4199999999999875,283,Relevant Track,0.0,-0.25
M,200 IM,15,16,2.8100000000000023,2.862372372372373,2.589382934495966,1.3100000000000025,4.560000000000002,333,,,
M,200 IM,16,17,1.82500000000001,1.902753164556962,2.3259520337106894,0.4575000000000031,3.219999999999988,316,Relevant Track,0.0,1.82500000000001
M,200 IM,17,18,-0.0100000000000193,-0.1721254355400703,2.8323080081896954,-2.0349999999999966,1.634999999999998,287,Relevant Track,0.0,-0.0100000000000193
M,200 IM,17,18,-0.0100000000000193,-0.1721254355400703,2.8323080081896954,-2.0349999999999966,1.634999999999998,287,Relevant Track,0.0,-0.0100000000000193
F,400 IM,15,16,2.480000000000018,2.6063343108504404,6.075523297372549,-1.1800000000000068,5.970000000000027,341,Relevant Track,0.0,2.480000000000018
F,400 IM,15,16,2.480000000000018,2.6063343108504404,6.075523297372549,-1.1800000000000068,5.970000000000027,341,Relevant Track,0.0,2.480000000000018
F,400 IM,15,16,2.480000000000018,2.6063343108504404,6.075523297372549,-1.1800000000000068,5.970000000000027,341,Relevant Track,0.0,2.480000000000018
F,400 IM,16,17,1.0300000000000296,1.0715915915915923,5.864749342829888,-2.4499999999999886,4.6200000000000045,333,Relevant Track,0.0,1.0300000000000296
F,400 IM,16,17,1.0300000000000296,1.0715915915915923,5.864749342829888,-2.4499999999999886,4.6200000000000045,333,Relevant Track,0.0,1.0300000000000296
F,400 IM,16,17,1.0300000000000296,1.0715915915915923,5.864749342829888,-2.4499999999999886,4.6200000000000045,333,Relevant Track,0.0,1.0300000000000296
F,400 IM,17,18,-0.4449999999999932,-2.169914529914529,8.432154776848504,-6.042500000000018,3.132499999999979,234,Relevant Track,0.0,-0.4449999999999932
F,400 IM,17,18,-0.4449999999999932,-2.169914529914529,8.432154776848504,-6.042500000000018,3.132499999999979,234,Relevant Track,0.0,-0.4449999999999932
F,400 IM,17,18,-0.4449999999999932,-2.169914529914529,8.432154776848504,-6.042500000000018,3.132499999999979,234,Relevant Track,0.0,-0.4449999999999932
M,400 IM,15,16,1.829999999999984,1.132244897959184,6.649178640485323,-2.680000000000007,5.769999999999982,49,Relevant Track,0.0,1.829999999999984
M,400 IM,16,17,8.569999999999993,9.267454545454546,5.340515200949276,6.085000000000008,12.710000000000008,55,Relevant Track,0.0,8.569999999999993
M,400 IM,16,17,8.569999999999993,9.267454545454546,5.340515200949276,6.085000000000008,12.710000000000008,55,Relevant Track,0.0,8.569999999999993
M,400 IM,17,18,0.4499999999999886,-0.5474144486692009,7.595864204337898,-4.22999999999999,3.7350000000000136,263,Relevant Track,0.0,0.4499999999999886
M,400 IM,17,18,0.4499999999999886,-0.5474144486692009,7.595864204337898,-4.22999999999999,3.7350000000000136,263,Relevant Track,0.0,0.4499999999999886
M,400 IM,17,18,0.4499999999999886,-0.5474144486692009,7.595864204337898,-4.22999999999999,3.7350000000000136,263,Relevant Track,0.0,0.4499999999999886
