gender,event,age_from,age_to,zscore_range,n_athletes,mean_zscore,median_zscore,min_zscore,max_zscore,median_improvement,mean_improvement,std_improvement,pct_improving,pct_getting_slower,q25_improvement,q75_improvement
F,200 IM,16,17,Lower (-1.0 ≤ z < -0.5),62,-0.7250596636805352,-0.7113602394930101,-0.9813658235596096,-0.503768006517187,1.3349999999999937,1.9840322580645173,2.268696129496339,80.64516129032258,17.741935483870968,0.14500000000001728,3.36249999999999
F,200 IM,16,17,Above Average (0.5 ≤ z < 1.0),59,0.717960692837395,0.7282172715354375,0.5002728588560973,0.9941524196613304,-0.0400000000000204,0.13288135593220443,2.8752762878871856,49.152542372881356,50.847457627118644,-1.625,1.5050000000000097
F,200 IM,16,17,Below Average (-0.5 ≤ z < 0),70,-0.27318750199053127,-0.288034901659951,-0.4739181429520318,-0.0017475738305409983,0.5999999999999943,0.546999999999999,1.8747650138464966,57.14285714285714,41.42857142857143,-0.8075000000000045,1.814999999999998
F,200 IM,16,17,Average (0 ≤ z < 0.5),58,0.21945956556763313,0.20855828310575175,0.009106922011330136,0.4867047390537526,0.5849999999999795,0.3967241379310378,2.613008167327613,58.620689655172406,41.37931034482759,-1.6550000000000011,2.269999999999996
F,200 IM,16,17,Bottom 15.9% (z < -1.0),26,-1.1187169440202356,-1.1075493377213874,-1.263582715448313,-1.0030748152433517,3.2049999999999983,3.166153846153847,2.0329423105119866,100.0,0.0,1.4274999999999878,4.582499999999982
F,200 IM,16,17,Top 2.5% (z ≥ 2.0),19,2.6700294487210847,2.4676502301956322,2.0063341569160125,5.406504979382826,-0.1200000000000045,0.3921052631578979,1.8405135980777596,47.368421052631575,52.63157894736842,-0.7599999999999909,1.5000000000000142
F,200 IM,16,17,Top 15.9% (1.0 ≤ z < 1.5),28,1.262122785757578,1.2912942433326116,1.0022932915427356,1.4880319804665711,-0.009999999999990902,-0.5385714285714259,2.7514200415236436,50.0,50.0,-1.8474999999999897,1.5649999999999906
F,200 IM,17,18,Top 6.7% (1.5 ≤ z < 2.0),14,1.725135624743945,1.6778203113177736,1.5661190615822733,1.9999355431131813,-0.7849999999999966,-1.1535714285714351,2.734756732829283,35.714285714285715,64.28571428571429,-3.092500000000016,0.27499999999998437
F,200 IM,17,18,Lower (-1.0 ≤ z < -0.5),78,-0.7576932227183821,-0.753630148041061,-0.990021164923173,-0.5016529102656297,-0.0050000000000096495,-0.277692307692308,2.849313422957983,50.0,50.0,-2.272500000000001,1.6300000000000097
F,200 IM,17,18,Average (0 ≤ z < 0.5),39,0.2271028281697514,0.2127155473451401,0.002301565285247409,0.48287670949612743,-0.8899999999999864,-0.6305128205128199,2.5306844606902743,46.15384615384615,53.84615384615385,-2.0149999999999864,1.4150000000000063
F,200 IM,17,18,Bottom 15.9% (z < -1.0),25,-1.11190541230898,-1.0939293042120137,-1.2264121818052813,-1.0185959032276,-0.5900000000000034,0.3188,3.1189143239274775,48.0,52.0,-2.0900000000000034,2.289999999999992
F,200 IM,17,18,Top 2.5% (z ≥ 2.0),10,2.96835940128516,2.7246948146528327,2.0804643510620324,5.008076175525074,-0.5100000000000193,-0.9440000000000041,2.393028207104964,50.0,50.0,-2.967499999999994,0.7850000000000001
F,200 IM,17,18,Above Average (0.5 ≤ z < 1.0),39,0.6990189607732291,0.6880952845915829,0.5062560408361172,0.9634518537070075,-0.1500000000000056,-1.058717948717947,3.5083659572054104,43.58974358974359,56.41025641025641,-2.440000000000012,1.1450000000000102
F,200 IM,17,18,Below Average (-0.5 ≤ z < 0),51,-0.26439599222277754,-0.2834458177590664,-0.4990552067834037,-0.008089248643641831,0.2399999999999806,-0.36450980392156757,3.4088686604240905,50.98039215686274,49.01960784313725,-3.0849999999999937,1.8200000000000074
F,200 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.2720013006508106,1.2673831611268591,1.0024174059403237,1.4803948466689851,-0.9800000000000182,-1.4266666666666723,2.7092229308214733,37.03703703703704,62.96296296296296,-2.6950000000000074,0.18500000000001643
F,400 IM,15,16,Top 2.5% (z ≥ 2.0),19,2.667538487727538,2.3225171820346473,2.042343940233544,5.214034847418264,2.090000000000032,1.7642105263157855,4.651288803614116,63.1578947368421,36.84210526315789,-2.6650000000000205,5.1299999999999955
